# Source: https://github.com/bahar/WorldCityLocations
Llorente, Costa Rica	10.0000000 -84.1500015
Miramar, Costa Rica	10.1000000 -84.7333298
Orotina, Costa Rica	9.9000000 -84.5333328
Santo Domingo, Costa Rica	10.0666667 -84.1500015
Salitrillos, Costa Rica	9.8500000 -84.0999985
Mercedes, Costa Rica	9.2666667 -83.5833359
Pocora, Costa Rica	10.1833333 -83.5999985
Juntas, Costa Rica	10.2833333 -84.9499969
Batan, Costa Rica	10.0833333 -83.3333359
Canoas, Costa Rica	8.5333333 -82.8333359
La Asuncion, Costa Rica	9.9833333 -84.1666641
Orosi, Costa Rica	9.8000000 -83.8499985
La Cruz, Costa Rica	11.0666667 -85.6333313
Carrillos, Costa Rica	10.0333333 -84.2666702
San Marcos, Costa Rica	9.6666667 -84.0333328
Upala, Costa Rica	10.9000000 -85.0333328
Bagaces, Costa Rica	10.5333333 -85.2500000
Jaco, Costa Rica	9.6166667 -84.6333313
Tobosi, Costa Rica	9.8333333 -83.9833298
San Vito, Costa Rica	8.8333333 -82.9666672
Ciudad Cortes, Costa Rica	8.9666667 -83.5333328
Parrita, Costa Rica	9.5166667 -84.3166656
Zarcero, Costa Rica	10.1833333 -84.4000015
Los Chiles, Costa Rica	11.0333333 -84.7166672
Sardinal, Costa Rica	10.5166667 -85.6500015
San Ignacio, Costa Rica	9.8000000 -84.1666641
Fortuna, Costa Rica	10.4833333 -84.6500015
Pocosol, Costa Rica	10.3666667 -84.6166687
Salitral, Costa Rica	9.9166667 -84.1833344
Belen, Costa Rica	10.4000000 -85.5999985
Zagreb - Centar, Croatia	45.8131276 15.9775333
Zagreb, Croatia	45.8000000 16.0000000
Split, Croatia	43.5089078 16.4391518
Rijeka, Croatia	45.3430556 14.4091663
Osijek, Croatia	45.5511111 18.6938896
Zadar, Croatia	44.1197222 15.2422218
Slavonski Brod, Croatia	45.1602778 18.0155563
Pula, Croatia	44.8683333 13.8480558
Sesvete, Croatia	45.8311111 16.1163883
Karlovac, Croatia	45.4872222 15.5477781
Varazdin, Croatia	46.3044444 16.3377781
Sibenik, Croatia	43.7272222 15.9058332
Sisak, Croatia	45.4661111 16.3783340
Velika Gorica, Croatia	45.7125000 16.0755558
Vinkovci, Croatia	45.2883333 18.8047218
Vukovar, Croatia	45.3433333 18.9997215
Dubrovnik, Croatia	42.6480701 18.0921650
Bjelovar, Croatia	45.8986111 16.8488884
Koprivnica, Croatia	46.1627778 16.8274994
Pozega, Croatia	45.3402778 17.6852779
Zapresic, Croatia	45.8563889 15.8077774
Solin, Croatia	43.5500000 16.5000000
Cakovec, Croatia	46.3844444 16.4338894
Virovitica, Croatia	45.8319444 17.3838882
Samobor, Croatia	45.8030556 15.7180557
Kutina, Croatia	45.4750000 16.7819443
Metkovic, Croatia	43.0541667 17.6483326
Petrinja, Croatia	45.4375000 16.2900009
Zupanja, Croatia	45.0775000 18.6975002
Rovinj, Croatia	45.0800000 13.6400003
Makarska, Croatia	43.2969444 17.0177784
Nova Gradiska, Croatia	45.2550000 17.3830547
Krizevci, Croatia	46.0219444 16.5424995
Sinj, Croatia	43.7036111 16.6394444
Knin, Croatia	44.0438889 16.2000008
Slatina, Croatia	45.7033333 17.7027779
Trogir, Croatia	43.5125000 16.2516670
Porec, Croatia	45.2258333 13.5938892
Daruvar, Croatia	45.5905556 17.2250004
Cepin, Croatia	45.5236111 18.5633335
Ogulin, Croatia	45.2661111 15.2286110
Beli Manastir, Croatia	45.7700000 18.6036110
Nasice, Croatia	45.4886111 18.0877781
Valpovo, Croatia	45.6608333 18.4186115
Labin, Croatia	45.0950000 14.1197224
Opatija, Croatia	45.3391667 14.3083334
Umag, Croatia	45.4313889 13.5238886
Podstrana, Croatia	43.4833333 16.5833340
Novska, Croatia	45.3405556 16.9769440
Belisce, Croatia	45.6802778 18.4058342
Visnjevac, Croatia	45.5686111 18.6138897
Crikvenica, Croatia	45.1772222 14.6927776
Tenja, Croatia	45.4980556 18.7472229
Ivankovo, Croatia	45.2886111 18.6838894
Omis, Croatia	43.4447222 16.6886120
Vodice, Croatia	43.7608333 15.7827778
Gospic, Croatia	44.5461111 15.3747225
Ilok, Croatia	45.2222222 19.3769436
Otok, Croatia	45.1466667 18.8838882
Stobrec, Croatia	43.5025000 16.5222225
Pitomaca, Croatia	45.9505556 17.2294445
Senj, Croatia	44.9894444 14.9058332
Ivanec, Croatia	46.2230556 16.1200008
Jastrebarsko, Croatia	45.6683333 15.6486111
Darda, Croatia	45.6280556 18.6997223
Borovo, Croatia	45.3763889 18.9669437
Biograd na Moru, Croatia	43.9433333 15.4519444
Gunja, Croatia	44.8800000 18.8533325
Pazin, Croatia	45.2402778 13.9366665
Malarm, Croatia	45.7575794 15.9771624
Vrbovec, Croatia	45.8833333 16.4216671
Pakrac, Croatia	45.4363889 17.1888885
Krapina, Croatia	46.1608333 15.8788891
Dalj, Croatia	45.4900000 18.9847221
Bosnjaci, Croatia	45.0502778 18.7555561
Delnice, Croatia	45.4008333 14.7997227
Nedelisce, Croatia	46.3758333 16.3875008
Josipovac, Croatia	45.5827778 18.5813885
Otocac, Croatia	44.8694444 15.2375002
Imotski, Croatia	43.4466667 17.2166672
Popovaca, Croatia	44.6391667 15.1791668
Prelog, Croatia	46.3350000 16.6155548
Orahovica, Croatia	45.5400000 17.8847218
Garesnica, Croatia	45.5744444 16.9413891
Cerna, Croatia	45.1819444 18.6894436
Trnovec, Croatia	46.3858333 16.3119450
Lepoglava, Croatia	46.2105556 16.0355549
Bibinje, Croatia	44.0666667 15.3000002
Preko, Croatia	44.0811111 15.1875000
Privlaka, Croatia	45.1947222 18.8374996
Podvinje, Croatia	45.1902778 18.0269451
Pleternica, Croatia	45.2886111 17.8063889
Sracinec, Croatia	46.3294444 16.2788887
Virje, Croatia	46.0672222 16.9899998
Hvar, Croatia	43.1725000 16.4427776
Blato, Croatia	42.7625000 17.4822216
Nustar, Croatia	45.3325000 18.8413887
Matulji, Croatia	45.3616667 14.3249998
Bedekovcina, Croatia	46.0411111 15.9963884
Ludbreg, Croatia	46.2519444 16.6147213
Havana, Cuba	23.1319444 -82.3641663
Santiago de Cuba, Cuba	20.0247222 -75.8219452
Camaguey, Cuba	21.3808333 -77.9169464
Holguin, Cuba	20.8872222 -76.2630539
Guantanamo, Cuba	20.1444444 -75.2091675
Santa Clara, Cuba	22.4000000 -79.9666672
Las Tunas, Cuba	20.9616667 -76.9511108
Bayamo, Cuba	20.3791667 -76.6433334
Pinar del Rio, Cuba	22.4175000 -83.6980591
Cienfuegos, Cuba	22.1461111 -80.4355545
Matanzas, Cuba	23.0411111 -81.5774994
Ciego de Avila, Cuba	21.8400000 -78.7619476
Manzanillo, Cuba	20.3433333 -77.1166687
Sancti Spiritus, Cuba	21.9297222 -79.4424973
Palma Soriano, Cuba	20.2172222 -75.9988861
Cardenas, Cuba	23.0375000 -81.2047195
Moa, Cuba	20.6569444 -74.9402771
Puerto Padre, Cuba	21.1950000 -76.6027756
Contramaestre, Cuba	20.2977778 -76.2413864
Guira de Melena, Cuba	22.7905556 -82.5052795
Consolacion del Sur, Cuba	22.5047222 -83.5136108
Guines, Cuba	22.8361111 -82.0280533
Artemisa, Cuba	22.8130556 -82.7619476
San Luis, Cuba	20.1875000 -75.8508301
Moron, Cuba	22.1094444 -78.6275024
Colon, Cuba	22.7191667 -80.9058304
Florida, Cuba	21.5247222 -78.2258301
Sagua la Grande, Cuba	22.8066667 -80.0755539
Trinidad, Cuba	21.8019444 -79.9841690
San Cristobal, Cuba	22.7141667 -83.0480576
Placetas, Cuba	22.3119444 -79.6533356
San Jose de las Lajas, Cuba	22.9613889 -82.1511078
Jaguey Grande, Cuba	22.5269444 -81.1286087
Nuevitas, Cuba	21.5452778 -77.2644424
Banes, Cuba	20.9625000 -75.7186127
Corralillo, Cuba	22.9819444 -80.5855560
Baracoa, Cuba	20.3466667 -74.4958344
Jovellanos, Cuba	22.8044444 -81.1944427
Bauta, Cuba	22.9827778 -82.5463867
Santo Domingo, Cuba	22.5866667 -80.2436142
Cabaiguan, Cuba	22.0788889 -79.4991684
Ranchuelo, Cuba	22.3772222 -80.1488876
San Antonio de los Banos, Cuba	22.8911111 -82.4991684
Yaguajay, Cuba	22.3272222 -79.2377777
Manicaragua, Cuba	22.1494444 -79.9736099
Jiguani, Cuba	20.3666667 -76.4272232
Cifuentes, Cuba	22.6450000 -80.0461121
Guaimaro, Cuba	21.0500000 -77.3499985
Caibarien, Cuba	22.5205556 -79.4669418
Cumanayagua, Cuba	22.1494444 -80.2022247
Condado, Cuba	21.8766667 -79.8402786
Camajuani, Cuba	22.4833333 -79.7500000
Santiago de las Vegas, Cuba	22.9700000 -82.3869476
Santa Cruz del Sur, Cuba	20.7147222 -77.9955521
Remedios, Cuba	22.4947222 -79.5458298
Madruga, Cuba	22.9113889 -81.8561096
Union de Reyes, Cuba	22.7952778 -81.5374985
Vertientes, Cuba	21.2594444 -78.1463852
Mariel, Cuba	22.9875000 -82.7536087
Yara, Cuba	20.2752778 -76.9533310
Gibara, Cuba	21.1097222 -76.1316681
Vinales, Cuba	22.6163889 -83.7077789
Pedro Betancourt, Cuba	22.7272222 -81.2900009
Cueto, Cuba	20.6438889 -75.9355545
Encrucijada, Cuba	22.6169444 -79.8711090
Rio Guayabal de Yateras, Cuba	20.3666667 -75.0166702
Los Palacios, Cuba	22.5872222 -83.2486115
Guanajay, Cuba	22.9263889 -82.6875000
Campechuela, Cuba	20.2341667 -77.2788925
Cruces, Cuba	22.3411111 -80.2666702
Chambas, Cuba	22.1927778 -78.9136124
Perico, Cuba	22.7691667 -81.0188904
Rio Cauto, Cuba	20.5602778 -76.9161148
Aguada de Pasajeros, Cuba	22.3850000 -80.8508301
Calimete, Cuba	22.5333333 -80.9061127
Palmira, Cuba	22.2416667 -80.3902740
Minas, Cuba	21.4833333 -77.6166687
Esmeralda, Cuba	21.8525000 -78.1169434
Nueva Gerona, Cuba	21.8833333 -82.8000031
Jaruco, Cuba	23.0430556 -82.0108337
Colombia, Cuba	20.9880556 -77.4297256
Varadero, Cuba	23.1536111 -81.2513885
Fomento, Cuba	22.1038889 -79.7216644
Bahia Honda, Cuba	22.9036111 -83.1591644
Jatibonico, Cuba	21.9419444 -79.1699982
Rodas, Cuba	22.3408333 -80.5572205
Niquero, Cuba	20.0430556 -77.5827789
Guisa, Cuba	20.2550000 -76.5386124
Santa Cruz del Norte, Cuba	23.1538889 -81.9236145
Sagua de Tanamo, Cuba	20.5819444 -75.2413864
Bejucal, Cuba	22.9286111 -82.3886108
Primero de Enero, Cuba	21.9469444 -78.4283371
Jobabo, Cuba	20.9691667 -76.2994461
Sibanicu, Cuba	21.2350000 -77.5263901
Media Luna, Cuba	20.1419444 -77.4349976
Abreus, Cuba	22.2775000 -80.5674973
Venezuela, Cuba	21.7352778 -78.7963867
Guane, Cuba	22.2025000 -84.0875015
Alquizar, Cuba	22.8058333 -82.5841675
Baragua, Cuba	21.6966667 -78.6327744
Nicosia, Cyprus	35.1666667 33.3666649
Limassol, Cyprus	34.6750000 33.0333328
Larnaca, Cyprus	34.9166667 33.6291656
Famagusta, Cyprus	35.1250000 33.9500008
Paphos, Cyprus	34.7666667 32.4166679
Kyrenia, Cyprus	35.3416667 33.3166656
Protaras, Cyprus	35.0125000 34.0583344
Morphou, Cyprus	35.1980556 32.9913902
Aradhippou, Cyprus	34.9500000 33.5916672
Paralimni, Cyprus	35.0375000 33.9833336
Lefka, Cyprus	35.1105556 32.8505554
Yeri, Cyprus	35.1000000 33.4166679
Ypsonas, Cyprus	34.6833333 32.9583321
Dhali, Cyprus	35.0250000 33.4208336
Xeri, Cyprus	35.0750000 33.3208351
Livadhia, Cyprus	34.9541667 33.6291656
Dhromolaxia, Cyprus	34.8755102 33.5868378
Lapithos, Cyprus	35.3375000 33.1791649
Rizokarpaso, Cyprus	35.6000000 34.3750000
Dherinia, Cyprus	35.0666667 33.9583321
Emba, Cyprus	34.8083333 32.4249992
Trikomo, Cyprus	35.2875000 33.8916664
Sotira, Cyprus	34.7291667 32.8624992
Athienou, Cyprus	35.0666667 33.5416679
Avgorou, Cyprus	35.0375000 33.8333321
Liopetri, Cyprus	35.0083333 33.8916664
Kolossi, Cyprus	34.6708333 32.9291649
Pano Polemidhia, Cyprus	34.7000000 33.0000000
Khlorakas, Cyprus	34.8041667 32.4083328
Xylotymbou, Cyprus	35.0166667 33.7500000
Phrenaros, Cyprus	35.0416667 33.9249992
Voroklini, Cyprus	34.9833333 33.6583328
Kiti, Cyprus	34.8500000 33.5750008
Kokkini Trimithia, Cyprus	35.1541667 33.2000008
Lefkoniko, Cyprus	35.2583333 33.7333336
Moutayiaka, Cyprus	34.7208333 33.0999985
Ayia Napa, Cyprus	34.9821331 34.0018272
Akaki, Cyprus	35.1333333 33.1291656
Lythrodhondas, Cyprus	34.9500000 33.2958336
Astromeritis, Cyprus	35.1416667 33.0374985
Peyia, Cyprus	34.8833333 32.3833351
Lympia, Cyprus	35.0000000 33.4625015
Ayios Tykhonas, Cyprus	34.7250000 33.1416664
Peristerona, Cyprus	35.1333333 33.0791664
Athna, Cyprus	35.0583333 33.7833328
Pano Dheftera, Cyprus	35.0791667 33.2625008
Polis, Cyprus	35.0366667 32.4263878
Kornos, Cyprus	34.9208333 33.3916664
Perivolia, Cyprus	34.8291667 33.5833321
Akhyritou, Cyprus	35.1000000 33.8624992
Kato Dheftera, Cyprus	35.0875000 33.2791672
Ergates, Cyprus	35.0541667 33.2458344
Tala, Cyprus	34.8375000 32.4333344
Klirou, Cyprus	35.0208333 33.1791649
Leonarisso, Cyprus	35.4708333 34.1416664
Kyperounda, Cyprus	34.9375000 32.9749985
Erimi, Cyprus	34.6791667 32.9166679
Kissonerga, Cyprus	34.8250000 32.4000015
Pyla, Cyprus	35.0291667 33.6916656
Psomolophou, Cyprus	35.0625000 33.2625008
Pyrgos, Cyprus	34.7416667 33.1833344
Parekklisha, Cyprus	34.7458333 33.1583328
Kophinou, Cyprus	34.8250000 33.3875008
Kakopetria, Cyprus	34.9916667 32.9041672
Mesoyi, Cyprus	34.8166667 32.4583321
Meneou, Cyprus	34.8500000 33.5708351
Pelendria, Cyprus	34.9000000 32.9666672
Alambra, Cyprus	34.9916667 33.4000015
Kato Pyrgos, Cyprus	35.1802778 32.6824989
Mosphiloti, Cyprus	34.9500000 33.4291649
Aradhiou, Cyprus	35.0458333 33.1958351
Mammari, Cyprus	35.1666667 33.2000008
Pissouri, Cyprus	34.6708333 32.7083321
Troulli, Cyprus	35.0333333 33.6166649
Psevdhas, Cyprus	34.9500000 33.4625015
Pera, Cyprus	35.0333333 33.2500000
Meniko, Cyprus	35.1083333 33.1416664
Tersephanou, Cyprus	34.8541667 33.5458336
Pakhna, Cyprus	34.7791667 32.7958336
Pano Lefkara, Cyprus	34.8666667 33.3041649
Konia, Cyprus	34.7833333 32.4583321
Timi, Cyprus	34.7333333 32.5166664
Agros, Cyprus	34.9166667 33.0166664
Evrykhou, Cyprus	35.0413889 32.9013901
Argaka, Cyprus	35.0644444 32.5000000
Alethriko, Cyprus	34.8611111 33.4958344
Mazotos, Cyprus	34.8083333 33.4874992
Polemi, Cyprus	34.8875000 32.5000000
Yiolou, Cyprus	34.9166667 32.4666672
Palodhia, Cyprus	34.7500000 33.0041656
Mitsero, Cyprus	35.0458333 33.1250000
Akrotiri, Cyprus	34.6041667 32.9583321
Tsadha, Cyprus	34.8416667 32.4749985
Pano Kividhes, Cyprus	34.7708333 32.8416672
Kouklia, Cyprus	34.7083333 32.5750008
Orounda, Cyprus	35.1041667 33.0916672
Anaphotia, Cyprus	34.8250000 33.4625015
Galata, Cyprus	34.9958333 32.9000015
Kalavasos, Cyprus	34.7666667 33.2999992
Evdhimou, Cyprus	34.6958333 32.7625008
Praha, Czech Republic	50.0878368 14.4241323
Brno, Czech Republic	49.1952227 16.6079597
Ostrava, Czech Republic	49.8346452 18.2820435
Plzen, Czech Republic	49.7474748 13.3775873
Olomouc, Czech Republic	49.5955243 17.2517529
Liberec, Czech Republic	50.7671119 15.0561914
Ceske Budejovice, Czech Republic	48.9744684 14.4743404
Hradec Kralove, Czech Republic	50.2092284 15.8327684
Usti nad Labem, Czech Republic	50.6607038 14.0322723
Pardubice, Czech Republic	50.0407508 15.7765903
Havirov, Czech Republic	49.7798448 18.4368801
Zlin, Czech Republic	49.2166667 17.6666660
Kladno, Czech Republic	50.1473356 14.1028509
Most, Czech Republic	50.5030069 13.6361742
Karvina, Czech Republic	49.8540031 18.5416889
Frydek-Mistek, Czech Republic	49.6853662 18.3483772
Opava, Czech Republic	49.9386635 17.9025707
Frydek-Mistek, Czech Republic	49.6833333 18.3500004
Decin, Czech Republic	50.7821525 14.2147818
Karlovy Vary, Czech Republic	50.2327126 12.8711700
Teplice, Czech Republic	50.6403975 13.8245077
Chomutov, Czech Republic	50.4604754 13.4177856
Jihlava, Czech Republic	49.3961001 15.5912447
Prostejov, Czech Republic	49.4718784 17.1118393
Prerov, Czech Republic	49.4551090 17.4509029
Jablonec nad Nisou, Czech Republic	50.7243076 15.1710768
Mlada Boleslav, Czech Republic	50.4113513 14.9031849
Ceska Lipa, Czech Republic	50.6855132 14.5376415
Trebic, Czech Republic	49.2149228 15.8816576
Trinec, Czech Republic	49.6776323 18.6707802
Tabor, Czech Republic	49.4144125 14.6578035
Znojmo, Czech Republic	48.8554987 16.0487976
Pribram, Czech Republic	49.6898774 14.0104256
Orlova, Czech Republic	49.8452659 18.4301109
Cheb, Czech Republic	50.0796346 12.3739214
Modrany, Czech Republic	50.0111589 14.4095993
Liben, Czech Republic	50.1081942 14.4745731
Trutnov, Czech Republic	50.5610067 15.9127035
Pisek, Czech Republic	49.3087953 14.1475029
Kolin, Czech Republic	50.0281362 15.2005682
Kromeriz, Czech Republic	49.2978514 17.3931160
Sumperk, Czech Republic	49.9652838 16.9706078
Vsetin, Czech Republic	49.3387089 17.9961910
Valasske Mezirici, Czech Republic	49.4718053 17.9711266
Litvinov, Czech Republic	50.6042029 13.6181154
Novy Jicin, Czech Republic	49.5943755 18.0102749
Uherske Hradiste, Czech Republic	49.0697498 17.4596863
Hodonin, Czech Republic	48.8489343 17.1324444
Cesky Tesin, Czech Republic	49.7461330 18.6261311
Breclav, Czech Republic	48.7589686 16.8820305
Krnov, Czech Republic	50.0896685 17.7038460
Sokolov, Czech Republic	50.1812979 12.6401024
Litomerice, Czech Republic	50.5334782 14.1318026
Havlickuv Brod, Czech Republic	49.6078493 15.5806866
Chrudim, Czech Republic	49.9510923 15.7955761
Strakonice, Czech Republic	49.2614066 13.9023714
Koprivnice, Czech Republic	49.5994713 18.1448002
Klatovy, Czech Republic	49.3955201 13.2950544
Bohumin, Czech Republic	49.9041062 18.3575459
Stary Bohumin, Czech Republic	49.9166667 18.3333340
Jindrichuv Hradec, Czech Republic	49.1440447 15.0030079
Vyskov, Czech Republic	49.2774693 16.9989738
Cerny Most, Czech Republic	50.1047537 14.5797377
Kutna Hora, Czech Republic	49.9483885 15.2681646
Nachod, Czech Republic	50.4167046 16.1628876
Jirkov, Czech Republic	50.4997930 13.4476900
Blansko, Czech Republic	49.3630357 16.6444588
Zatec, Czech Republic	50.3271690 13.5457735
Hranice, Czech Republic	49.5479644 17.7346916
Melnik, Czech Republic	50.3504968 14.4741077
Louny, Czech Republic	50.3569886 13.7966747
Otrokovice, Czech Republic	49.2093401 17.5394421
Otrokovice, Czech Republic	49.2166667 17.5166664
Branik, Czech Republic	50.0359737 14.4123459
Bruntal, Czech Republic	49.9884449 17.4647026
Kadan, Czech Republic	50.3833333 13.2666664
Kadan, Czech Republic	50.3759833 13.2713079
Beroun, Czech Republic	49.9638234 14.0719967
Uhersky Brod, Czech Republic	49.0251299 17.6471500
Svitavy, Czech Republic	49.7559371 16.4682922
Kralupy nad Vltavou, Czech Republic	50.2410709 14.3114948
Roznov pod Radhostem, Czech Republic	49.4585271 18.1430206
Ostrov, Czech Republic	50.3059247 12.9390678
Ceska Trebova, Czech Republic	49.9043648 16.4441299
Pelhrimov, Czech Republic	49.4313373 15.2233572
Rakovnik, Czech Republic	50.1037005 13.7333994
Neratovice, Czech Republic	50.2592585 14.5175943
Jicin, Czech Republic	50.4372262 15.3516245
Benesov, Czech Republic	49.7816247 14.6869678
Dvur Kralove nad Labem, Czech Republic	50.4317220 15.8140211
Varnsdorf, Czech Republic	50.9115440 14.6182346
Letnany, Czech Republic	50.1333333 14.5166664
Bilina, Czech Republic	50.5485414 13.7753468
Bilina Kyselka, Czech Republic	50.5500000 13.7666664
Klasterec nad Ohri, Czech Republic	50.3844523 13.1712780
Prosek, Czech Republic	50.1166667 14.5000000
Brandys nad Labem-Stara Boleslav, Czech Republic	50.1870907 14.6632566
Copenhagen, Denmark	55.6776812 12.5709343
Arhus, Denmark	56.1567366 10.2107620
Odense, Denmark	55.3959381 10.3883133
Aalborg, Denmark	57.0479990 9.9187012
Frederiksberg, Denmark	55.6793750 12.5346279
Esbjerg, Denmark	55.4666667 8.4499998
Randers, Denmark	56.4666667 10.0500002
Kolding, Denmark	55.4903995 9.4721651
Vejle, Denmark	55.7092707 9.5357037
Horsens, Denmark	55.8606582 9.8503370
Hvidovre, Denmark	55.6571864 12.4736395
Greve, Denmark	55.5833333 12.3000002
Herning, Denmark	56.1393151 8.9737806
Roskilde, Denmark	55.6415192 12.0803471
Silkeborg, Denmark	56.1697004 9.5450811
Naestved, Denmark	55.2299179 11.7609177
Ballerup, Denmark	55.7316457 12.3632832
Charlottenlund, Denmark	55.7500000 12.5833330
Fredericia, Denmark	55.5656763 9.7525654
Horsholm, Denmark	55.8833333 12.5000000
Helsingor, Denmark	56.0360649 12.6136026
Viborg, Denmark	56.4531891 9.4020119
Koge, Denmark	55.4580174 12.1821375
Holstebro, Denmark	56.3600916 8.6160707
Slagelse, Denmark	55.4027616 11.3545904
Taastrup, Denmark	55.6517326 12.2921562
Albertslund, Denmark	55.6569140 12.3638144
Rodovre, Denmark	55.6806211 12.4537325
Hillerod, Denmark	55.9266656 12.3109102
Svendborg, Denmark	55.0598194 10.6067715
Sonderborg, Denmark	54.9092625 9.8073654
Hjorring, Denmark	57.4641694 9.9822912
Holbaek, Denmark	55.7166667 11.7166672
Frederikshavn, Denmark	57.4407347 10.5366077
Haderslev, Denmark	55.2537706 9.4898233
Skive, Denmark	56.5666667 9.0333328
Glostrup, Denmark	55.6666667 12.3999996
Ringsted, Denmark	55.4425992 11.7901058
Stenlose, Denmark	55.7682812 12.1972275
Ishoj, Denmark	55.6154254 12.3518190
Birkerod, Denmark	55.8475902 12.4279079
Farum, Denmark	55.8085815 12.3606596
Nykobing Falster, Denmark	54.7690581 11.8742466
Aabenraa, Denmark	55.0443427 9.4174070
Kalundborg, Denmark	55.6833333 11.1000004
Nyborg, Denmark	55.3127356 10.7896366
Lillerod, Denmark	55.8749617 12.3457899
Korsor, Denmark	55.3299256 11.1385698
Solrod Strand, Denmark	55.5328507 12.2222691
Ikast, Denmark	56.1388309 9.1576834
Frederikssund, Denmark	55.8395636 12.0689592
Grenaa, Denmark	56.4157827 10.8782454
Nakskov, Denmark	54.8333333 11.1499996
Ronne, Denmark	55.1000000 14.6999998
Middelfart, Denmark	55.5059099 9.7305422
Skanderborg, Denmark	56.0399128 9.9271994
Vallensbaek, Denmark	55.6333333 12.3666668
Thisted, Denmark	56.9552254 8.6949062
Vaerlose, Denmark	55.7833333 12.3833332
Varde, Denmark	55.6211205 8.4806948
Frederiksvaerk, Denmark	55.9707303 12.0224981
Bronderslev, Denmark	57.2702091 9.9410172
Espergaerde, Denmark	56.0000000 12.5666666
Struer, Denmark	56.4912161 8.5837555
Flong, Denmark	55.6666667 12.1833334
Hobro, Denmark	56.6430616 9.7902880
Dragor, Denmark	55.5945464 12.6663780
Odder, Denmark	55.9731258 10.1529980
Kongens Lyngby, Denmark	55.7704419 12.5037823
Haslev, Denmark	55.3234650 11.9638910
Hedensted, Denmark	55.7704298 9.7010994
Tarnby, Denmark	55.6302976 12.6003532
Jyllinge, Denmark	55.7500000 12.1166668
Skagen, Denmark	57.7209333 10.5839376
Grindsted, Denmark	55.7500000 8.9333334
Nykobing Mors, Denmark	56.7933405 8.8528242
Ringkobing, Denmark	56.0900620 8.2440166
Vordingborg, Denmark	55.0080051 11.9105692
Lystrup, Denmark	56.2333333 10.2500000
Smorumnedre, Denmark	55.7333333 12.3000002
Humlebaek, Denmark	55.9618012 12.5341024
Hundested, Denmark	55.9666667 11.8666668
Trorod, Denmark	55.8333333 12.5500002
Vejen, Denmark	55.4833333 9.1499996
Malov, Denmark	55.7500000 12.3333330
Saeby, Denmark	57.3333333 10.5333328
Fredensborg, Denmark	55.9666667 12.3999996
Niva, Denmark	55.9333333 12.5166664
Vojens, Denmark	55.2500000 9.3166666
Ribe, Denmark	55.3500000 8.7666664
Tonder, Denmark	54.9330598 8.8667393
Aars, Denmark	56.8039858 9.5144072
Ebeltoft, Denmark	56.1944212 10.6821012
Nordborg, Denmark	55.0500000 9.7500000
Bjerringbro, Denmark	56.3833333 9.6666670
Helsinge, Denmark	56.0228342 12.1975174
Lemvig, Denmark	56.5485608 8.3101912
Tranbjerg, Denmark	56.1000000 10.1499996
Faaborg, Denmark	55.0951047 10.2422647
Soro, Denmark	55.4318396 11.5554714
Djibouti, Djibouti	11.5950000 43.1480560
`Ali Sabieh, Djibouti	11.1558333 42.7125015
Tadjoura, Djibouti	11.7852778 42.8844452
Obock, Djibouti	11.9630556 43.2905540
Dikhil, Djibouti	11.1086111 42.3738899
`Arta, Djibouti	11.5222222 42.8419456
Holhol, Djibouti	11.3102778 42.9294434
Dorra, Djibouti	12.1494444 42.4775009
Galafi, Djibouti	11.7158333 41.8361130
Loyada, Djibouti	11.4611111 43.2527771
Alaili Dadda`, Djibouti	12.4216667 42.8955574
Rotterdam, Netherlands	51.9225000 4.4791670
The Hague, Netherlands	52.0766670 4.2986112
Utrecht, Netherlands	52.0908330 5.1222219
Eindhoven, Netherlands	51.4408330 5.4777780
Tilburg, Netherlands	51.5555149 5.0913048
Groningen, Netherlands	53.2191670 6.5666671
Almere Stad, Netherlands	52.3702542 5.2141285
Breda, Netherlands	51.5865631 4.7759628
Nijmegen, Netherlands	51.8425000 5.8527780
Enschede, Netherlands	52.2183330 6.8958330
Haarlem, Netherlands	52.3808387 4.6368313
Arnhem, Netherlands	51.9800000 5.9111109
Zaanstad, Netherlands	52.4500000 4.8333335
Amersfoort, Netherlands	52.1550000 5.3874998
Apeldoorn, Netherlands	52.2100000 5.9694438
Hoofddorp, Netherlands	52.3025000 4.6888890
Maastricht, Netherlands	50.8483330 5.6888890
Leiden, Netherlands	52.1583330 4.4930558
Dordrecht, Netherlands	51.8100000 4.6736112
Zoetermeer, Netherlands	52.0575000 4.4930558
Zwolle, Netherlands	52.5125000 6.0944438
Deventer, Netherlands	52.2550000 6.1638889
Born, Netherlands	51.0316670 5.8097219
Delft, Netherlands	52.0066670 4.3555560
Alkmaar, Netherlands	52.6316670 4.7486110
Heerlen, Netherlands	50.8836510 5.9815407
Venlo, Netherlands	51.3700000 6.1680560
Leeuwarden, Netherlands	53.2000000 5.7833333
Amsterdam-Zuidoost, Netherlands	52.3075000 4.9722219
Hilversum, Netherlands	52.2233330 5.1763892
Amstelveen, Netherlands	52.3008330 4.8638892
Roosendaal, Netherlands	51.5308330 4.4652781
Purmerend, Netherlands	52.5050000 4.9597220
Oss, Netherlands	51.7650000 5.5180559
Schiedam, Netherlands	51.9191670 4.3888888
Spijkenisse, Netherlands	51.8450000 4.3291669
Vlaardingen, Netherlands	51.9125000 4.3416672
Almelo, Netherlands	52.3566670 6.6624999
Gouda, Netherlands	52.0166670 4.7083330
